request_id,phase_type,t_start,t_end,prefill_tokens,decode_tokens
cmpl-025b1b680a7d4b3ab1d30bf3cb934a47,prefill,78.37503695487976,78.39032769203186,1510,0
cmpl-025b1b680a7d4b3ab1d30bf3cb934a47,decode,78.39032769203186,80.715158700943,0,688
cmpl-d21997b972804ee2af4edb66d9d1fbe4,prefill,80.02062892913818,80.03934383392334,2331,0
cmpl-d21997b972804ee2af4edb66d9d1fbe4,decode,80.03934383392334,82.2793881893158,0,651
cmpl-c3d1f28b63b44fb7a82455c225d27991,prefill,81.65831899642944,81.6770920753479,2017,0
cmpl-c3d1f28b63b44fb7a82455c225d27991,decode,81.6770920753479,82.6309244632721,0,269
cmpl-5037cf46af894890ba33b5a12af02629,prefill,79.20390224456787,79.2498369216919,7168,0
cmpl-5037cf46af894890ba33b5a12af02629,decode,79.2498369216919,82.80233335494995,0,1024
cmpl-997ea09bd1cd459697d24e060203ca16,prefill,83.30769157409668,83.33601093292236,4245,0
cmpl-997ea09bd1cd459697d24e060203ca16,decode,83.33601093292236,83.92041444778442,0,175
cmpl-3f9d6476c47042b98fe93a349c36c313,prefill,80.8477201461792,80.89310455322266,6179,0
cmpl-3f9d6476c47042b98fe93a349c36c313,decode,80.89310455322266,84.41974329948425,0,1024
cmpl-9f349617a7ad4a91813d8099dfeac136,prefill,82.49002504348755,82.53662180900574,7168,0
cmpl-9f349617a7ad4a91813d8099dfeac136,decode,82.53662180900574,85.02135753631592,0,731
cmpl-e7fccd2bf9f44eab980ef3943dd019a0,prefill,85.76479840278625,85.78747773170471,2540,0
cmpl-e7fccd2bf9f44eab980ef3943dd019a0,decode,85.78747773170471,86.67319655418396,0,264
cmpl-7c491e1529874a579ded193b7fd633dd,prefill,84.1209819316864,84.13891315460205,2056,0
cmpl-7c491e1529874a579ded193b7fd633dd,decode,84.13891315460205,87.23066806793213,0,926
cmpl-ecb6d6bf786d4ec1968d320fe294e058,prefill,84.9462251663208,84.97293829917908,3694,0
cmpl-ecb6d6bf786d4ec1968d320fe294e058,decode,84.97293829917908,87.5329520702362,0,766
cmpl-13762a6f0f84410fa966e24fe67f37fc,prefill,87.41124486923218,87.43468952178955,3478,0
cmpl-13762a6f0f84410fa966e24fe67f37fc,decode,87.43468952178955,88.35406470298767,0,286
cmpl-871bc7069add4ea991595e172560e81e,prefill,86.5881986618042,86.6124815940857,3711,0
cmpl-871bc7069add4ea991595e172560e81e,decode,86.6124815940857,89.90534090995789,0,1024
cmpl-ca41cfa0ea994ee9b7612111530c52cd,prefill,92.8498866558075,92.86613154411316,1917,0
cmpl-ca41cfa0ea994ee9b7612111530c52cd,decode,92.86613154411316,94.7017810344696,0,546
cmpl-e41db297f552420a956387e368ecb0fe,prefill,93.54164791107178,93.56944298744202,4158,0
cmpl-e41db297f552420a956387e368ecb0fe,decode,93.56944298744202,94.87631869316101,0,388
cmpl-a37a855264794ce7a0423b4821623cd7,prefill,92.17317199707031,92.22132706642151,7168,0
cmpl-a37a855264794ce7a0423b4821623cd7,decode,92.22132706642151,95.68958401679993,0,1024
cmpl-c1321894d517479792a026e65971a7f1,prefill,94.91783452033997,94.95845770835876,5627,0
cmpl-c1321894d517479792a026e65971a7f1,decode,94.95845770835876,97.44460010528564,0,721
cmpl-bb16a19cb3624b0d831a443e184821b8,prefill,94.22281575202942,94.23894500732422,1012,0
cmpl-bb16a19cb3624b0d831a443e184821b8,decode,94.23894500732422,97.79345631599426,0,1024
cmpl-7e87e1886f5e46c29408460f9d48f0fb,prefill,95.59756445884705,95.61839413642883,3305,0
cmpl-7e87e1886f5e46c29408460f9d48f0fb,decode,95.61839413642883,97.95645761489868,0,676
cmpl-cfaf0af4baeb462eb54a85ce700be240,prefill,96.28487229347229,96.30461740493774,2938,0
cmpl-cfaf0af4baeb462eb54a85ce700be240,decode,96.30461740493774,99.86172103881836,0,1024
cmpl-ae11b95276f848328f315883e8f85fe4,prefill,96.97626447677612,97.01738286018372,6018,0
cmpl-ae11b95276f848328f315883e8f85fe4,decode,97.01738286018372,99.86485958099365,0,823
cmpl-2a4347309e3e4b2b9ca0784e06b7bac3,prefill,97.6546094417572,97.67121601104736,1303,0
cmpl-2a4347309e3e4b2b9ca0784e06b7bac3,decode,97.67121601104736,100.0698516368866,0,699
cmpl-82c5abc575d94a9fbf2fe3a36c6df638,prefill,98.34329652786255,98.36406517028809,1853,0
cmpl-82c5abc575d94a9fbf2fe3a36c6df638,decode,98.36406517028809,101.26286721229553,0,840
cmpl-cc4be9998d0a42beb748005ec39b2b2d,prefill,99.02967143058777,99.04795575141907,2755,0
cmpl-cc4be9998d0a42beb748005ec39b2b2d,decode,99.04795575141907,102.45038509368896,0,991
cmpl-9e7b13a72b7f4e9686f0fe92b07c52c9,prefill,99.71184015274048,99.72670936584473,1167,0
cmpl-9e7b13a72b7f4e9686f0fe92b07c52c9,decode,99.72670936584473,103.29445838928223,0,1024
cmpl-f25135a5e615484abb44e5de6a7c017d,prefill,100.40390110015869,100.4416675567627,4650,0
cmpl-f25135a5e615484abb44e5de6a7c017d,decode,100.4416675567627,104.03378462791443,0,1024
cmpl-1b9c12f288cc4db880310d602c3d0be9,prefill,102.46618151664734,102.48976373672485,3672,0
cmpl-1b9c12f288cc4db880310d602c3d0be9,decode,102.48976373672485,104.59525275230408,0,585
cmpl-b036bda3be3b457fa8cd5254789d5e30,prefill,101.09157180786133,101.11478304862976,3864,0
cmpl-b036bda3be3b457fa8cd5254789d5e30,decode,101.11478304862976,104.73331141471863,0,1024
cmpl-a49679ad2f5f4a3898ad9d9d5610e8d2,prefill,101.77444362640381,101.77960896492004,376,0
cmpl-a49679ad2f5f4a3898ad9d9d5610e8d2,decode,101.77960896492004,105.04075694084167,0,919
cmpl-5a587ee75f7042ef824cdf65da5efe10,prefill,103.83298134803772,103.85098147392273,846,0
cmpl-5a587ee75f7042ef824cdf65da5efe10,decode,103.85098147392273,105.8196861743927,0,566
cmpl-36db7707be594935a37aa532a92ae400,prefill,104.52460813522339,104.55282282829285,4162,0
cmpl-36db7707be594935a37aa532a92ae400,decode,104.55282282829285,106.28060269355774,0,500
cmpl-aa20c0562381468788a2fc3418ded0b1,prefill,103.15684533119202,103.20424962043762,7168,0
cmpl-aa20c0562381468788a2fc3418ded0b1,decode,103.20424962043762,106.61768054962158,0,971
cmpl-e0f484f9794f4a6ebc6aa4df575fe0b9,prefill,105.20889854431152,105.22924017906189,3156,0
cmpl-e0f484f9794f4a6ebc6aa4df575fe0b9,decode,105.22924017906189,108.79875302314758,0,1024
cmpl-a8d9f3670aa94153ab44c5db61522997,prefill,105.89689016342163,105.9247477054596,4128,0
cmpl-a8d9f3670aa94153ab44c5db61522997,decode,105.9247477054596,109.18215656280518,0,936
cmpl-5fa7e08fc5f14c95bcf3315c53fbf410,prefill,107.95919513702393,108.00789403915405,6211,0
cmpl-5fa7e08fc5f14c95bcf3315c53fbf410,decode,108.00789403915405,109.42625117301941,0,407
cmpl-a14cee484d8540a19bee48c84e82631c,prefill,107.26150679588318,107.2773323059082,818,0
cmpl-a14cee484d8540a19bee48c84e82631c,decode,107.2773323059082,109.6029405593872,0,667
cmpl-3791a8a927b24e39a76d2aebda60b4c5,prefill,106.58074021339417,106.60252547264099,3329,0
cmpl-3791a8a927b24e39a76d2aebda60b4c5,decode,106.60252547264099,110.10116338729858,0,1024
cmpl-c5ffb4c376fc447190224a4dd91343b0,prefill,108.63558197021484,108.65877866744995,928,0
cmpl-c5ffb4c376fc447190224a4dd91343b0,decode,108.65877866744995,110.48406934738159,0,559
cmpl-d7cbab0eb8814209886ec852e7ad4368,prefill,113.26143312454224,113.29972553253174,5015,0
cmpl-d7cbab0eb8814209886ec852e7ad4368,decode,113.29972553253174,115.50334811210632,0,641
cmpl-35251aed22f94409b02386a8a7e78843,prefill,115.0329077243805,115.07617115974426,6324,0
cmpl-35251aed22f94409b02386a8a7e78843,decode,115.07617115974426,116.49687480926514,0,396
cmpl-05932ed22efe4739987345681943b59b,prefill,112.9091444015503,112.92833471298218,2231,0
cmpl-05932ed22efe4739987345681943b59b,decode,112.92833471298218,116.50186514854431,0,1024
cmpl-d02be59641314c70a043fab3e2807d30,prefill,114.43846678733826,114.45697975158691,2882,0
cmpl-d02be59641314c70a043fab3e2807d30,decode,114.45697975158691,117.25739669799805,0,789
cmpl-8b10f2cee2d54f71a8cf0939fc2e5af4,prefill,113.84921550750732,113.86953163146973,2993,0
cmpl-8b10f2cee2d54f71a8cf0939fc2e5af4,decode,113.86953163146973,117.48039984703064,0,1024
cmpl-f5200ceb7a4c4742927cd6480471bf88,prefill,115.620845079422,115.64154148101807,3104,0
cmpl-f5200ceb7a4c4742927cd6480471bf88,decode,115.64154148101807,119.26841688156128,0,1011
cmpl-fd7573c71cb842929142db9065b5f5e9,prefill,117.38719320297241,117.40484619140625,2328,0
cmpl-fd7573c71cb842929142db9065b5f5e9,decode,117.40484619140625,119.48736524581909,0,575
cmpl-7fb58c98bcc947a78441e262b6327fdf,prefill,116.21076130867004,116.240562915802,4455,0
cmpl-7fb58c98bcc947a78441e262b6327fdf,decode,116.240562915802,119.93183612823486,0,1024
cmpl-6f79dacac61648e8968644b0c615131a,prefill,118.57249546051025,118.61277389526367,5763,0
cmpl-6f79dacac61648e8968644b0c615131a,decode,118.61277389526367,119.98476004600525,0,367
cmpl-8467cdbce20b430aac6a9149af259c9c,prefill,116.79738879203796,116.81531739234924,1441,0
cmpl-8467cdbce20b430aac6a9149af259c9c,decode,116.81531739234924,120.50659561157227,0,1024
cmpl-9b12f3f898d749c1bdd940bb4aad2226,prefill,117.98071336746216,118.00465941429138,3613,0
cmpl-9b12f3f898d749c1bdd940bb4aad2226,decode,118.00465941429138,121.75446844100952,0,1024
cmpl-6ab967d0f8bf4d728d673c7b2a7f66bf,prefill,120.93411588668823,120.97820401191711,6433,0
cmpl-6ab967d0f8bf4d728d673c7b2a7f66bf,decode,120.97820401191711,121.92925000190735,0,265
cmpl-749038ff669343baa50d904cfcee3c43,prefill,119.16658401489258,119.21570134162903,7168,0
cmpl-749038ff669343baa50d904cfcee3c43,decode,119.21570134162903,122.93565678596497,0,1024
cmpl-e2b86d7186e24a3fb6710d4ac173b6ed,prefill,119.74968218803406,119.77808904647827,4097,0
cmpl-e2b86d7186e24a3fb6710d4ac173b6ed,decode,119.77808904647827,123.50049567222595,0,1024
cmpl-111a77c02a644203abc4eedca9a5140a,prefill,120.3363606929779,120.35598611831665,2425,0
cmpl-111a77c02a644203abc4eedca9a5140a,decode,120.35598611831665,124.08720707893372,0,1024
cmpl-8310883f8a994b4f9ceabd80519d6d4d,prefill,123.29170775413513,123.33548736572266,6208,0
cmpl-8310883f8a994b4f9ceabd80519d6d4d,decode,123.33548736572266,124.68950033187866,0,370
cmpl-5a95b75a80d0478bb767107469ff407e,prefill,123.87626338005066,123.90533947944641,4355,0
cmpl-5a95b75a80d0478bb767107469ff407e,decode,123.90533947944641,125.18685412406921,0,347
cmpl-ccdcfcdbc4d74560825f18c5db8c4b40,prefill,121.51215100288391,121.52919626235962,2000,0
cmpl-ccdcfcdbc4d74560825f18c5db8c4b40,decode,121.52919626235962,125.28355121612549,0,1024
cmpl-81ee5bb391a348318a2b87885114e8d3,prefill,122.10812044143677,122.13640356063843,4182,0
cmpl-81ee5bb391a348318a2b87885114e8d3,decode,122.13640356063843,125.28074979782104,0,856
cmpl-d7ad24f2e77d47dbab48e752bee1b374,prefill,122.69431829452515,122.72201418876648,3700,0
cmpl-d7ad24f2e77d47dbab48e752bee1b374,decode,122.72201418876648,125.63955426216125,0,802
cmpl-65bcc7b4904c4f0dbf295522f4e3f54e,prefill,125.05627298355103,125.09359097480774,4622,0
cmpl-65bcc7b4904c4f0dbf295522f4e3f54e,decode,125.09359097480774,126.47032284736633,0,409
cmpl-43dff356e67d4c5eb24fd13e69e1b6ff,prefill,126.82306122779846,126.84036612510681,2295,0
cmpl-43dff356e67d4c5eb24fd13e69e1b6ff,decode,126.84036612510681,127.7088418006897,0,265
cmpl-f74dafafc425478f8cb085dc5b5231b4,prefill,124.46844816207886,124.50564408302307,4642,0
cmpl-f74dafafc425478f8cb085dc5b5231b4,decode,124.50564408302307,127.9749927520752,0,1024
cmpl-86b3e6fbe6dd44ccaccd8e270ef60d53,prefill,126.2301595211029,126.2423324584961,1533,0
cmpl-86b3e6fbe6dd44ccaccd8e270ef60d53,decode,126.2423324584961,129.52993822097778,0,1024
cmpl-dfb9d822e03b4949b496294597a74bcb,prefill,132.15076565742493,132.19487309455872,5857,0
cmpl-dfb9d822e03b4949b496294597a74bcb,decode,132.19487309455872,133.63047242164612,0,407
cmpl-24c32ccd04834f60916f7684bc9c3fb1,prefill,133.1857771873474,133.22862768173218,6172,0
cmpl-24c32ccd04834f60916f7684bc9c3fb1,decode,133.22862768173218,135.0600516796112,0,517
cmpl-eb3889dcfaf4435a8169a1de2a98a8cd,prefill,131.62816667556763,131.65009188652039,3443,0
cmpl-eb3889dcfaf4435a8169a1de2a98a8cd,decode,131.65009188652039,135.24809575080872,0,1023
cmpl-50ba104371f24d30997fde5463d1a4a6,prefill,132.6652798652649,132.70229601860046,4633,0
cmpl-50ba104371f24d30997fde5463d1a4a6,decode,132.70229601860046,136.39508056640625,0,1023
cmpl-5ab1209de8a849bea85b1937f49c42aa,prefill,134.21677827835083,134.24684500694275,4553,0
cmpl-5ab1209de8a849bea85b1937f49c42aa,decode,134.24684500694275,137.16189789772034,0,806
cmpl-878e69f59bd24891bddcb324fdd0b5b0,prefill,135.77019453048706,135.8146035671234,6709,0
cmpl-878e69f59bd24891bddcb324fdd0b5b0,decode,135.8146035671234,137.81456017494202,0,558
cmpl-50a1384f1d59470d9cadf7709d5c501c,prefill,134.72806906700134,134.74309706687927,1335,0
cmpl-50a1384f1d59470d9cadf7709d5c501c,decode,134.74309706687927,138.48397517204285,0,1024
cmpl-0a2fc0b295614782ad231c27d7dc0a4b,prefill,136.2754557132721,136.29114198684692,827,0
cmpl-0a2fc0b295614782ad231c27d7dc0a4b,decode,136.29114198684692,139.02048182487488,0,744
cmpl-f74e10d2d999412891492aabc0254bee,prefill,135.24938464164734,135.2900505065918,5595,0
cmpl-f74e10d2d999412891492aabc0254bee,decode,135.2900505065918,139.04273104667664,0,1024
cmpl-617bff8116af4385adb692d305e80123,prefill,137.83480834960938,137.88087129592896,6854,0
cmpl-617bff8116af4385adb692d305e80123,decode,137.88087129592896,140.14071369171143,0,611
cmpl-5646980431554f5b98aedb7194c90599,prefill,136.79298734664917,136.81418776512146,1236,0
cmpl-5646980431554f5b98aedb7194c90599,decode,136.81418776512146,140.58937311172485,0,1024
cmpl-fcc135fefa7742f8bdc94ad870f67b4a,prefill,137.3141062259674,137.33379411697388,2376,0
cmpl-fcc135fefa7742f8bdc94ad870f67b4a,decode,137.33379411697388,141.14034748077393,0,1024
cmpl-03852671e633494087682047bc14feed,prefill,139.38106393814087,139.40258717536926,3511,0
cmpl-03852671e633494087682047bc14feed,decode,139.40258717536926,141.17785501480103,0,476
cmpl-a18aea59ebad409ca912bc205bf7651e,prefill,140.41190910339355,140.42654657363892,1349,0
cmpl-a18aea59ebad409ca912bc205bf7651e,decode,140.42654657363892,141.33368158340454,0,246
